image_name,RShoulderPitch,RShoulderRoll,RElbowYaw,RElbowRoll,RWristYaw,RHand
image_from_nao_ball_on_the_left75.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_nort_west47.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_between_up97.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_overhead89.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_nort_west29.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_between_up11.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_south_east76.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_on_the_right99.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_nort_west18.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_south_east38.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_on_the_right32.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_between_up75.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_between_up30.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_overhead94.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_back_leg66.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_nort_west7.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_back_leg44.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_on_the_right72.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_back_leg54.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_back_leg74.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_south_east98.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_on_the_right_of_the_guy94.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao70.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_south_east30.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_on_the_right_of_the_guy13.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_overhead79.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_back_leg27.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_on_the_left21.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_south_east27.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_between_up18.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_overhead28.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_overhead66.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_back_leg3.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_overhead23.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_nort_west9.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao20.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_on_the_right10.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_on_the_left4.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_overhead99.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_nort_west90.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_nort_west26.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_back_leg26.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_on_the_left9.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_nort_west61.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_between_up17.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao40.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_on_the_right89.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_on_the_right_of_the_guy5.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao1.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_between_up54.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao9.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao55.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_on_the_right_of_the_guy37.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_on_the_left46.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_nort_west56.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao96.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_overhead37.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_overhead38.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_nort_west22.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_on_the_right_of_the_guy16.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_back_leg13.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_on_the_right39.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_nort_west84.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_overhead6.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_on_the_left54.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_overhead52.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_between_up80.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_on_the_right_of_the_guy67.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_on_the_right22.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao97.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_south_east50.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_nort_west60.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_on_the_left32.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_on_the_left27.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_on_the_left1.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao17.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_on_the_right17.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_nort_west41.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_on_the_rightv25.png,0.575292,-0.069072,-0.363600,0.328318,0.325166,0.250400
image_from_nao_ball_on_the_right_of_the_guy45.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_overhead14.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_nort_west80.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_between_up63.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_between_up33.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_between_up50.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_south_east23.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_on_the_right14.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao8.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_on_the_right0.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_on_the_left23.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_on_the_left97.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_nort_west54.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_on_the_left16.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_south_east31.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_on_the_right56.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_on_the_right_of_the_guy34.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_nort_west31.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao33.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_back_leg95.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_on_the_left31.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_on_the_right97.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_on_the_left30.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_back_leg52.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_south_east97.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_nort_west62.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_between_up93.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_between_up42.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_on_the_right_of_the_guy69.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_back_leg12.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_south_east53.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_on_the_left13.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_overhead42.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_between_up61.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_on_the_rightv23.png,0.575292,-0.069072,-0.363600,0.328318,0.325166,0.250400
image_from_nao_ball_between_up47.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_between_up49.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_nort_west14.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_between_up53.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_back_leg5.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_on_the_right69.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_on_the_left7.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_south_east81.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_on_the_right_of_the_guy88.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_on_the_left74.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_on_the_right_of_the_guy97.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_overhead95.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_on_the_left19.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_nort_west98.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_back_leg55.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_back_leg20.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_on_the_right_of_the_guy4.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_on_the_left47.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_on_the_left94.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_on_the_right88.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao28.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao3.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao66.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_back_leg62.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_on_the_left72.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_back_leg45.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_on_the_right_of_the_guy51.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_nort_west37.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao6.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_between_up98.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_between_up68.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_overhead32.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao51.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_nort_west87.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_on_the_left42.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_overhead43.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_between_up2.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_between_up26.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_overhead20.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_south_east95.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_on_the_right44.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_nort_west48.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao74.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_on_the_right47.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_on_the_left39.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_on_the_right_of_the_guy8.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_south_east7.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_nort_west4.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_on_the_right92.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_on_the_right83.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao10.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_nort_west81.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_on_the_right_of_the_guy26.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao16.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao2.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_between_up74.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_back_leg4.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_back_leg41.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao87.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_between_up65.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_south_east12.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_on_the_right_of_the_guy48.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_nort_west77.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_on_the_right79.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_on_the_right59.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_on_the_right_of_the_guy60.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_nort_west44.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_on_the_right_of_the_guy75.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_on_the_left73.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_south_east70.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_nort_west94.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_on_the_right8.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_back_leg94.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_on_the_right13.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_south_east87.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_south_east36.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_overhead63.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_nort_west72.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_nort_west21.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_on_the_right5.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_on_the_left70.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_nort_west86.png,0.598302,0.314159,0.079726,0.135034,-0.274628,0.396000
image_from_nao_ball_back_leg85.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_overhead17.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_on_the_right58.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_on_the_right_of_the_guy2.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_overhead26.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_on_the_left43.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_between_up66.png,0.587564,-0.075208,0.223922,0.371270,-0.282298,0.395200
image_from_nao_ball_on_the_right31.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_south_east45.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_on_the_right_of_the_guy56.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao19.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_south_east91.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao_ball_back_leg24.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_on_the_right51.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_on_the_right_of_the_guy1.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_on_the_right_of_the_guy76.png,0.776246,-0.072140,0.226990,0.960326,-0.589098,0.346400
image_from_nao_ball_back_leg89.png,0.558418,0.184038,0.072056,0.124296,-0.044528,0.436400
image_from_nao_ball_overhead1.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_on_the_right80.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_on_the_left85.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_overhead70.png,0.498592,-0.239346,-0.282298,1.041628,-0.118160,0.380400
image_from_nao_ball_on_the_right74.png,0.694944,-0.092082,0.226990,0.378940,-0.285366,0.268800
image_from_nao_ball_south_east59.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
image_from_nao92.png,0.467912,0.032172,-0.527738,0.523136,0.062852,0.977600
image_from_nao_ball_on_the_left95.png,0.656594,0.314159,-0.308376,0.335988,-0.027654,0.273600
image_from_nao_ball_south_east68.png,0.782382,-0.345192,0.223922,0.934248,-0.421892,0.264800
